No:,3 month,1 month,1 week,Patients num,,,,,,
2705,1,1,1,36,,,,,,
2706,1,1,3.283,103,,,,,,
2707,1,1,0.997,77,,,,,,
2708,1,1,0.916,94,,,,,,
2709,1,1,1.06,86,,,,,,
2710,1,1,1,44,,,,,,
2711,1,1,0.797,98,,,,,,
2712,1,1,1,86,,,,,,
2713,1,1,0.845,60,,,,,,
2714,1,1,0.993,35,,,,,,
2715,1,1,1,67,,,,,,
2716,1,1,0.794,87,,,,,,
2717,1,1,1.114,58,,,,,,
2718,1,1,1.952,58,,,,,,
2719,1,1,3.096,57,,,,,,
2720,1,1,1,51,,,,,,
2721,1,1,1,116,,,,,,
2722,1,1,1.879,71,,,,,,
2723,1,1,1.127,91,,,,,,
2724,1,1,0.475,34,,,,,,
2725,1,1,1,100,,,,,,
2726,1,1,1,121,,,,,,
2727,1,1,1.226,62,,,,,,
2728,1,1,1.038,27,,,,,,
2729,1,1,0.614,35,,,,,,
2730,1,1,4.551,63,,,,,,
2731,1,1,1.022,85,,,,,,
2732,1,1,1,45,,,,,,
2733,1,1,0.719,21,,,,,,
2734,1,1.005,1.108,140,,,,,,
2735,1,1,1,78,,,,,,
2736,1,1,1,64,,,,,,
2737,1,1,1,64,,,,,,
2738,1,1,1.169,23,,,,,,
2739,1,1,1,69,,,,,,
2740,1,1,1,133,,,,,,
2741,1,1,1,93,,,,,,
2742,1,1,1,36,,,,,,
2743,1,1,1.001,60,,,,,,
2744,1,1,1,90,,,,,,
2745,1,1,1,32,,,,,,
2746,1,1,1.121,78,,,,,,
2747,1,1,3.317,102,,,,,,
2748,1,1,0.802,67,,,,,,
2749,1,1,1,106,,,,,,
2750,1,1,0.859,44,,,,,,
2751,1,1,1,91,,,,,,
2752,1,1,1.067,36,,,,,,
2753,1,1,1.206,122,,,,,,
2754,1,0.999,1,89,,,,,,
2755,1,1,1.354,75,,,,,,
2756,1,0.999,1,26,,,,,,
2757,1,1,1.779,51,,,,,,
2758,1,1,1,119,,,,,,
2759,1,1,1.639,70,,,,,,
2760,1,1,0.393,58,,,,,,
2761,1,1,1.955,103,,,,,,
2762,1,1,0.357,73,,,,,,
2763,1,1,0.402,127,,,,,,
2764,1,1,1,109,,,,,,
2765,1,1,0.476,35,,,,,,
2766,1,1,1.5,77,,,,,,
2767,1,1,1.254,67,,,,,,
2768,1,1,0.485,40,,,,,,
2769,1,1,1.047,94,,,,,,
2770,1,1,1,69,,,,,,
2771,1,1,1.024,47,,,,,,
2772,1,1,1,38,,,,,,
2773,1,1,1.478,102,,,,,,
2774,1,1,1,92,,,,,,
2775,1,1,1,101,,,,,,
2776,1,1,1.091,37,,,,,,
2777,1,1,0.542,28,,,,,,
2778,1,1,0.535,65,,,,,,
2779,1,1,0.786,43,,,,,,
2780,1,1,1,104,,,,,,
2781,1,1,1.09,48,,,,,,
2782,1,1,1.022,85,,,,,,
2783,1,1,1.103,109,,,,,,
2784,1,1,1.097,108,,,,,,
2785,1,1,0.621,89,,,,,,
2786,1,1,0.437,58,,,,,,
2787,1,1,1,88,,,,,,
2788,1,1,1.169,121,,,,,,
2789,1,1,1.028,68,,,,,,
2790,1,1,1.311,59,,,,,,
2791,1,1,1.334,117,,,,,,
2792,1,1,1,35,,,,,,
2793,1,1,1.466,24,,,,,,
2794,1,1,1,74,,,,,,
2795,1,1,1.112,56,,,,,,
2796,1,1,1,119,,,,,,
2797,1,1,1.07,28,,,,,,
2798,1,1,1.371,63,,,,,,
2799,1,1,0.235,29,,,,,,
2800,1,1,1,98,,,,,,
2801,1,1,0.907,44,,,,,,
2802,1,1,1,79,,,,,,
2803,1,1,1,75,,,,,,
2804,1,1,1.14,71,,,,,,
2805,1,1,0.899,107,,,,,,
2806,1,1,1.233,111,,,,,,
2807,1,1,1,95,,,,,,
2808,1,1,1.024,50,,,,,,
2809,1,1,1.811,79,,,,,,
2810,1,1,0.99,35,,,,,,
2811,1,1,1,76,,,,,,
2812,1,1,1,60,,,,,,
2813,1,0.836,1,70,,,,,,
2814,1,1,1,101,,,,,,
2815,1,1,1.075,102,,,,,,
2816,1,1,1.02,64,,,,,,
2817,1,1,1,89,,,,,,
2818,1,1,0.486,96,,,,,,
2819,1,1,1,93,,,,,,
2820,1,1,1.737,56,,,,,,
2821,1,1,1.176,97,,,,,,
2822,1,1,0.977,102,,,,,,
2823,1,1,1.071,99,,,,,,
2824,1,1,1,68,,,,,,
2825,1,1,2.704,51,,,,,,
2826,1,1,1,51,,,,,,
2827,1,1,1.096,59,,,,,,
2828,1,1,1.289,62,,,,,,
2829,1,1,0.609,25,,,,,,
2830,1,1,1.759,64,,,,,,
2831,1,1,0.848,95,,,,,,
2832,1,1,1,86,,,,,,
2833,1,1,1,62,,,,,,
2834,1,1,0.309,22,,,,,,
2835,1,1,0.985,33,,,,,,
2836,1,1,1,98,,,,,,
2837,1,1,1,87,,,,,,
2838,1,1,1.012,82,,,,,,
2839,1,1,1,49,,,,,,
2840,1,1,1.124,71,,,,,,
2841,1,1,0.973,47,,,,,,
2842,1,1,0.887,52,,,,,,
2843,1,1,1.16,22,,,,,,
2844,1,1,1,113,,,,,,
2845,1,1,0.861,33,,,,,,
2846,1,1,1.087,102,,,,,,
2847,1,1,1.089,65,,,,,,
2848,1,1,3.41,106,,,,,,
2849,1,1,0.841,67,,,,,,
2850,1,1,1,43,,,,,,
2851,1,1,0.968,93,,,,,,
2852,1,1,1.654,56,,,,,,
2853,1,1,1,75,,,,,,
2854,1,0.999,0.844,98,,,,,,
2855,1,1,1,78,,,,,,
2856,1,1,1,36,,,,,,
2857,1,1,0.643,88,,,,,,
2858,1,1,1,84,,,,,,
2859,1,1,1.912,104,,,,,,
2860,1,0.999,1,67,,,,,,
2861,1,1,1,40,,,,,,
2862,1,1,1.123,49,,,,,,
2863,1,1,1,82,,,,,,
2864,1,1,0.832,42,,,,,,
2865,1,1,2.767,76,,,,,,
2866,1,1,1.163,52,,,,,,
2867,1,1,4.328,64,,,,,,
2868,1,1,0.263,110,,,,,,
2869,1,1,1,69,,,,,,
2870,1,1,1.023,75,,,,,,
2871,1,1,1,81,,,,,,
2872,1,1,1,42,,,,,,
2873,1,1,1.165,52,,,,,,
2874,1,1,1.357,41,,,,,,
2875,1,1,1.099,45,,,,,,
2876,1,1,1.875,92,,,,,,
2877,1,1,1,34,,,,,,
2878,1,1,1.192,93,,,,,,
2879,1,1,1.089,90,,,,,,
2880,1,1,1,63,,,,,,
2881,1,1,0.854,111,,,,,,
2882,1,1,1,117,,,,,,
2883,1,1,1,123,,,,,,
2884,1,1,0.518,104,,,,,,
2885,1,1,4.671,115,,,,,,
2886,1,1,0.517,30,,,,,,
2887,1,1,0.996,71,,,,,,
2888,1,1,2.878,59,,,,,,
2889,1,1,0.429,83,,,,,,
2890,1,1,1.023,68,,,,,,
2891,1,1,0.905,116,,,,,,
2892,1,1,1.031,100,,,,,,
2893,1,1,1,115,,,,,,
2894,1,1,1,96,,,,,,
2895,1,1,1,37,,,,,,
2896,1,1,1,61,,,,,,
2897,1,1,0.461,71,,,,,,
2898,1,1,0.995,80,,,,,,
2899,1,1,1,74,,,,,,
2900,1,1,0.957,73,,,,,,
2901,1,1,1.237,106,,,,,,
2902,1,1,1.139,43,,,,,,
2903,1,1,1.886,56,,,,,,
2904,1,1,1.103,79,,,,,,
2905,1,1,0.516,59,,,,,,
2906,1,1,1.025,55,,,,,,
2907,1,1,1,95,,,,,,
2908,1,1,1,35,,,,,,
2909,1,1,1.063,100,,,,,,
2910,1,1,1.178,103,,,,,,
2911,1,1,1,89,,,,,,
2912,1,1,0.854,124,,,,,,
2913,1,1,1,42,,,,,,
2914,1,1,1.088,91,,,,,,
2915,1,1,1.597,29,,,,,,
2916,1,1,0.524,82,,,,,,
2917,1,1,1.027,42,,,,,,
2918,1,1,0.232,98,,,,,,
2919,1,1,1.058,60,,,,,,
2920,1,1,1,89,,,,,,
2921,1,1,1,91,,,,,,
2922,1,1,0.301,52,,,,,,
2923,1,1,1.093,85,,,,,,
2924,1,1,1,82,,,,,,
2925,1,1,1.407,73,,,,,,
2926,1,1,1,50,,,,,,
2927,1,1,1.018,53,,,,,,
2928,1,1,1.105,122,,,,,,
2929,1,1,0.397,87,,,,,,
2930,1,1,1.245,30,,,,,,
2931,1,1,1.115,60,,,,,,
2932,1,1,1.047,130,,,,,,
2933,1,1,1.288,153,,,,,,
2934,1,1,1.047,84,,,,,,
2935,1,1,0.518,71,,,,,,
2936,1,1,1.069,128,,,,,,
2937,1,1,0.807,56,,,,,,
2938,1,1,1.012,59,,,,,,
2939,1,1,1.924,90,,,,,,
2940,1,1,1,37,,,,,,
2941,1,1,0.857,101,,,,,,
2942,1,1,1.103,91,,,,,,
2943,1,1,0.362,75,,,,,,
2944,1,1,1.622,52,,,,,,
2945,1,1,1.214,50,,,,,,
2946,1,1,0.99,97,,,,,,
2947,1,1,1.392,36,,,,,,
2948,1,1,0.921,58,,,,,,
2949,1,1,0.874,26,,,,,,
2950,1,1,0.316,41,,,,,,
2951,1,1,1,52,,,,,,
2952,1,1,1.594,30,,,,,,
2953,1,1,1.012,73,,,,,,
2954,1,1,1,60,,,,,,
2955,1,1,1.356,36,,,,,,
2956,1,1,1,99,,,,,,
2957,1,1.012,0.983,92,,,,,,
2958,1,1,0.553,85,,,,,,
2959,1,1,4.897,98,,,,,,
2960,1,1,1.072,57,,,,,,
2961,1,1,0.871,62,,,,,,
2962,1,1,0.322,76,,,,,,
2963,1,1,1,30,,,,,,
2964,1,1,1,62,,,,,,
2965,1,1,1,110,,,,,,
2966,1,1,1.084,117,,,,,,
2967,1,1,4.354,69,,,,,,
2968,1,1,1.064,37,,,,,,
2969,1,1,0.823,90,,,,,,
2970,1,1,1,35,,,,,,
2971,1,1,1.087,85,,,,,,
2972,1,1,1,65,,,,,,
2973,1,1,1,45,,,,,,
2974,1,1,0.998,99,,,,,,
2975,1,1,0.485,38,,,,,,
2976,1,1,1.093,101,,,,,,
2977,1,1,1.054,116,,,,,,
2978,1,1,1,50,,,,,,
2979,1,1,1,41,,,,,,
2980,1,1,0.949,29,,,,,,
2981,1,1,2.265,47,,,,,,
2982,1,1,1.919,52,,,,,,
2983,1,1,1,67,,,,,,
2984,1,1,1.803,36,,,,,,
2985,1,1,1.083,115,,,,,,
2986,1,1,1.348,59,,,,,,
2987,1,1,0.503,66,,,,,,
2988,1,1,1,44,,,,,,
2989,1,1,1.087,66,,,,,,
2990,1,1,0.994,75,,,,,,
2991,1,1.006,4.719,98,,,,,,
2992,1,1,2.393,75,,,,,,
2993,1,1,2.117,47,,,,,,
2994,1,1,0.478,69,,,,,,
2995,1,1,1,43,,,,,,
2996,1,1,4.97,97,,,,,,
2997,1,1,1,79,,,,,,
2998,1,1,0.331,39,,,,,,
2999,1,0.996,1.047,57,,,,,,
3000,1,1,0.981,77,,,,,,
3001,1,1,1,45,,,,,,
3002,1,1,1,77,,,,,,
3003,1,1,1,125,,,,,,
3004,1,1,1.131,95,,,,,,
3005,1,1,1,54,,,,,,
3006,1,1,1.131,37,,,,,,
3007,1,1,1,89,,,,,,
3008,1,1,0.916,103,,,,,,
3009,1,1,0.987,58,,,,,,
3010,1,1,0.892,69,,,,,,
3011,1,1,1,119,,,,,,
3012,1,1,1,37,,,,,,
3013,1,1,1,45,,,,,,
3014,1,1,0.717,105,,,,,,
3015,1,1,1,33,,,,,,
3016,1,1,1,131,,,,,,
3017,1,1,0.808,45,,,,,,
3018,1,1,1.006,89,,,,,,
3019,1,1,0.803,104,,,,,,
3020,1,1,1.196,33,,,,,,
3021,1,1,1.314,30,,,,,,
3022,1,1,0.65,108,,,,,,
3023,1,1,1,27,,,,,,
3024,1,1,1,92,,,,,,
3025,1,1,1,57,,,,,,
3026,1,1,1.01,84,,,,,,
3027,1,1,1,21,,,,,,
3028,1,1,1.005,93,,,,,,
3029,1,1,0.315,61,,,,,,
3030,1,1,1.304,92,,,,,,
3031,1,1,1,111,,,,,,
3032,1,1,0.586,83,,,,,,
3033,1,1,1,53,,,,,,
3034,1,1,1,33,,,,,,
3035,1,1,1,28,,,,,,
3036,1,1,1,116,,,,,,
3037,1,1,1,47,,,,,,
3038,1,1,0.954,95,,,,,,
3039,1,1,0.384,114,,,,,,
3040,1,1,1,92,,,,,,
3041,1,1,0.985,80,,,,,,
3042,1,1,1.51,80,,,,,,
3043,1,1,0.949,35,,,,,,
3044,1,1,0.372,43,,,,,,
3045,1,1,1.007,94,,,,,,
3046,1,1,1,65,,,,,,
3047,1,1,1,46,,,,,,
3048,1,1,0.691,56,,,,,,
3049,1,1,1,83,,,,,,
3050,1,1,1,69,,,,,,
3051,1,1,1,112,,,,,,
3052,1,1,0.859,74,,,,,,
3053,1,1.002,0.697,120,,,,,,
3054,1,1,1,41,,,,,,
3055,1,1,1,27,,,,,,
3056,1,1,1.081,97,,,,,,
3057,1,1,1,47,,,,,,
3058,1,1,0.862,19,,,,,,
3059,1,1,1,43,,,,,,
3060,1,1,1,74,,,,,,
3061,1,1,2.082,75,,,,,,
3062,1,1,0.571,45,,,,,,
3063,1,1,0.71,21,,,,,,
3064,1,1,1.651,71,,,,,,
3065,1,1,0.402,24,,,,,,
3066,1,1,1.013,46,,,,,,
3067,1,1.002,1,113,,,,,,
3068,1,1,0.296,92,,,,,,
3069,1,1,1.337,103,,,,,,
3070,1,1,1.187,79,,,,,,
3071,1,1,1.176,38,,,,,,
3072,1,1,1,116,,,,,,
3073,1,1,1,69,,,,,,
3074,1,1,1.583,65,,,,,,
3075,1,1,1,63,,,,,,
3076,1,1,1,48,,,,,,
3077,1,1,1,87,,,,,,
3078,1,1,3.511,91,,,,,,
3079,1,1,1,26,,,,,,
3080,1,1,1,58,,,,,,
3081,1,1,1,75,,,,,,
3082,1,1,1.802,75,,,,,,
3083,1,1,0.522,50,,,,,,
3084,1,1,1.565,37,,,,,,
3085,1,1,1,22,,,,,,
3086,1,1,0.716,89,,,,,,
3087,1,1,0.983,56,,,,,,
3088,1,1,1,76,,,,,,
3089,1,1,0.357,34,,,,,,
3090,1,1,1.492,57,,,,,,
3091,1,1,1.251,120,,,,,,
3092,1,1,1,36,,,,,,
3093,1,1,1,103,,,,,,
3094,1,1,1,42,,,,,,
3095,1,1,1.626,77,,,,,,
3096,1,1.002,1.058,122,,,,,,
3097,1,1,0.965,72,,,,,,
3098,1,1,1,40,,,,,,
3099,1,1,2.847,82,,,,,,
3100,1,1,0.889,69,,,,,,
3101,1,1,1.032,110,,,,,,
3102,1,1,1.516,36,,,,,,
3103,1,1,1,82,,,,,,
3104,1,1,0.495,75,,,,,,
3105,1,1,1.111,34,,,,,,
3106,1,1,1,87,,,,,,
3107,1,1,1,85,,,,,,
3108,1,1,1,52,,,,,,
3109,1,1,3.407,94,,,,,,
3110,1,1,1.004,122,,,,,,
3111,1,1,0.955,101,,,,,,
3112,1,1,1,26,,,,,,
3113,1,1,0.908,66,,,,,,
3114,1,1,1,64,,,,,,
3115,1,1,1,35,,,,,,
3116,1,0.999,1,124,,,,,,
3117,1,1,1.214,69,,,,,,
3118,1,1,0.963,63,,,,,,
3119,1,1,1,87,,,,,,
3120,1,1,1.211,80,,,,,,
3121,1,1,1.044,128,,,,,,
3122,1,1,1.256,79,,,,,,
3123,1,1,2.384,69,,,,,,
3124,1,1,0.856,79,,,,,,
3125,1,1,1,46,,,,,,
3126,1,1,1,106,,,,,,
3127,1,1,0.931,60,,,,,,
3128,1,1,1,120,,,,,,
3129,1,1,4.295,99,,,,,,
3130,1,1,2.414,74,,,,,,
3131,1,1,1,129,,,,,,
3132,1,1,1.056,75,,,,,,
3133,1,1,1.024,89,,,,,,
3134,1,1,0.598,64,,,,,,
3135,1,1,1.465,86,,,,,,
3136,1,1,1.083,105,,,,,,
3137,1,1,3.091,53,,,,,,
3138,1,1,0.283,42,,,,,,
3139,1,1,1.016,55,,,,,,
3140,1,1,1,35,,,,,,
3141,1,1,0.83,33,,,,,,
3142,1,1,1,80,,,,,,
3143,1,1,0.929,70,,,,,,
3144,1,1,1.005,62,,,,,,
3145,1,1,1.201,132,,,,,,
3146,1,1,0.99,69,,,,,,
3147,1,1,1.114,86,,,,,,
3148,1,1,1.356,43,,,,,,
3149,1,1,1.034,33,,,,,,
3150,1,1,0.866,127,,,,,,
3151,1,1,0.299,34,,,,,,
3152,1,1,1,91,,,,,,
3153,1,1,1,41,,,,,,
3154,1,1,2.561,41,,,,,,
3155,1,1,0.55,78,,,,,,
3156,1,1,1.812,75,,,,,,
3157,1,1,0.518,51,,,,,,
3158,1,1,0.66,39,,,,,,
3159,1,1,1,30,,,,,,
3160,1,1,1,72,,,,,,
3161,1,1,1.051,87,,,,,,
3162,1,1,0.586,25,,,,,,
3163,1,1,1,26,,,,,,
3164,1,1,1.025,65,,,,,,
3165,1,1,0.717,83,,,,,,
3166,1,1,2.069,98,,,,,,
3167,1,1,1,49,,,,,,
3168,1,1,1,35,,,,,,
3169,1,1,0.391,25,,,,,,
3170,1,1,1,95,,,,,,
3171,1,1,1.046,103,,,,,,
3172,1,1,0.789,54,,,,,,
3173,1,1,1.849,128,,,,,,
3174,1,1,0.949,84,,,,,,
3175,1,1,0.391,38,,,,,,
3176,1,1,1.961,113,,,,,,
3177,1,1,1.023,45,,,,,,
3178,1,1,1.344,112,,,,,,
3179,1,1,1,83,,,,,,
3180,1,1,1,87,,,,,,
3181,1,1,0.264,51,,,,,,
3182,1,1,1.058,76,,,,,,
3183,1,1,1,40,,,,,,
3184,1,1,1.21,91,,,,,,
3185,1,1,1.063,60,,,,,,
3186,1,1,0.818,55,,,,,,
3187,1,1.001,0.281,51,,,,,,
3188,1,1,1.58,72,,,,,,
3189,1,1,0.947,106,,,,,,
3190,1,1,1,72,,,,,,
3191,1,1,0.617,55,,,,,,
3192,1,1,1.055,90,,,,,,
3193,1,1,1,86,,,,,,
3194,1,1,1,50,,,,,,
3195,1,1,0.997,71,,,,,,
3196,1,1,1,25,,,,,,
3197,1,0.999,1.159,118,,,,,,
3198,1,1,1.071,98,,,,,,
3199,1,1,0.615,109,,,,,,
3200,1,1,1.042,118,,,,,,
3201,1,1,0.916,44,,,,,,
3202,1,1,1,37,,,,,,
3203,1,1,0.978,91,,,,,,
3204,1,1,1.248,93,,,,,,
3205,1,1,2.849,54,,,,,,
3206,1,1,1,87,,,,,,
3207,1,1,1.218,124,,,,,,
3208,1,1,1,20,,,,,,
3209,1,1,1,107,,,,,,
3210,1,1,1,34,,,,,,
3211,1,1,1.049,44,,,,,,
3212,1,1,1,74,,,,,,
3213,1,1,0.294,44,,,,,,
3214,1,1,1.14,85,,,,,,
3215,1,1,0.764,98,,,,,,
3216,1,1,1,54,,,,,,
3217,1,1,1.115,48,,,,,,
3218,1,1,1.198,111,,,,,,
3219,1,0.992,1.516,95,,,,,,
3220,1,1,1,51,,,,,,
3221,1,1,1,31,,,,,,
3222,1,1,1,87,,,,,,
3223,1,1,1,53,,,,,,
3224,1,1,1.002,42,,,,,,
3225,1,1,1.38,51,,,,,,
3226,1,1,3.63,88,,,,,,
3227,1,1,1.054,36,,,,,,
3228,1,1,1.199,37,,,,,,
3229,1,1,1.172,56,,,,,,
3230,1,1.001,1,60,,,,,,
3231,1,1,1,101,,,,,,
3232,1,1,1.039,81,,,,,,
3233,1,1,1,31,,,,,,
3234,1,1,0.502,39,,,,,,
3235,1,1,1.234,86,,,,,,
3236,1,1,1.026,114,,,,,,
3237,1,1,1,49,,,,,,
3238,1,1,1.107,42,,,,,,
3239,1,1,0.995,78,,,,,,
3240,1,1,1,74,,,,,,
3241,1,1,1,53,,,,,,
3242,1,1,0.972,42,,,,,,
3243,1,1,1.009,57,,,,,,
3244,1,1,1.172,56,,,,,,
3245,1,1,1.144,41,,,,,,
3246,1,1,1,51,,,,,,
3247,1,1,0.49,56,,,,,,
3248,1,1,1.244,56,,,,,,
3249,1,1,1.103,51,,,,,,
3250,1,1,1.056,89,,,,,,
3251,1,1,1.16,64,,,,,,
3252,1,1,1,64,,,,,,
3253,1,1,0.963,56,,,,,,
3254,1,1,1,28,,,,,,
3255,1,1,2.136,139,,,,,,
3256,1,1,1,117,,,,,,
3257,1,1,1.087,138,,,,,,
3258,1,1,1,84,,,,,,
3259,1,1,0.699,66,,,,,,
3260,1,1,1.001,91,,,,,,
3261,1,0.999,0.532,20,,,,,,
3262,1,1,1,44,,,,,,
3263,1,1,1.05,115,,,,,,
3264,1,1,1.141,34,,,,,,
3265,1,1,1,97,,,,,,
3266,1,1,1,86,,,,,,
3267,1,1,1.43,38,,,,,,
3268,1,1,0.254,67,,,,,,
3269,1,1,0.71,81,,,,,,
3270,1,1,1,109,,,,,,
3271,1,1,1.096,96,,,,,,
3272,1,1,1,69,,,,,,
3273,1,1,3.246,113,,,,,,
3274,1,1,1,78,,,,,,
3275,1,1,1.084,32,,,,,,
3276,1,1,2.075,85,,,,,,
3277,1,1,1,44,,,,,,
3278,1,1,0.693,64,,,,,,
3279,1,1,0.942,55,,,,,,
3280,1,1,1.001,89,,,,,,
3281,1,1,1.275,35,,,,,,
3282,1,1,1.135,52,,,,,,
3283,1,1,1,43,,,,,,
3284,1,1,1.049,57,,,,,,
3285,1,1,1.067,66,,,,,,
3286,1,1,1,29,,,,,,
3287,1,1,1,107,,,,,,
3288,1,1,1.198,95,,,,,,
3289,1,1,1.181,28,,,,,,
3290,1,1,0.951,83,,,,,,
3291,1,1,1,61,,,,,,
3292,1,1,1.163,85,,,,,,
3293,1,1,1.002,65,,,,,,
3294,1,1,0.37,56,,,,,,
3295,1,1,1.778,26,,,,,,
3296,1,1,1,56,,,,,,
3297,1,1,1.011,34,,,,,,
3298,1,1,1,85,,,,,,
3299,1,1,1,26,,,,,,
3300,1,1,1,41,,,,,,
3301,1,1,1,38,,,,,,
3302,1,1,1.158,82,,,,,,
3303,1,1,1.123,92,,,,,,
3304,1,1,2.769,27,,,,,,
3305,1,1,1.032,82,,,,,,
3306,1,1,0.865,41,,,,,,
3307,1,1,1.872,30,,,,,,
3308,1,1,0.365,131,,,,,,
3309,1,1,1.079,55,,,,,,
3310,1,1,0.447,29,,,,,,
3311,1,1,0.484,26,,,,,,
3312,1,1,0.715,52,,,,,,
3313,1,1,1,110,,,,,,
3314,1,1,1,32,,,,,,
3315,1,1,1,28,,,,,,
3316,1,1,1,53,,,,,,
3317,1,1,1,103,,,,,,
3318,1,1,1,54,,,,,,
3319,1,1,1.241,66,,,,,,
3320,1,1,1.025,72,,,,,,
3321,1,1.001,1,71,,,,,,
3322,1,1,1,33,,,,,,
3323,1,1,1.28,94,,,,,,
3324,1,1,0.853,83,,,,,,
3325,1,1,1,82,,,,,,
3326,1,1,1.089,53,,,,,,
3327,1,1,1.255,127,,,,,,
3328,1,0.999,1,55,,,,,,
3329,1,1,1.161,27,,,,,,
3330,1,1,1.094,38,,,,,,
3331,1,1,1.03,74,,,,,,
3332,1,1,1,95,,,,,,
3333,1,1,1,82,,,,,,
3334,1,1,1,27,,,,,,
3335,1,1,0.531,53,,,,,,
3336,1,1,1,48,,,,,,
3337,1,1,0.487,80,,,,,,
3338,1,1,1.286,42,,,,,,
3339,1,1.046,0.973,21,,,,,,
3340,1,1,0.317,63,,,,,,
3341,1,1,1.149,42,,,,,,
3342,1,1,1.164,48,,,,,,
3343,1,1,1.214,53,,,,,,
3344,1,1,0.963,35,,,,,,
3345,1,1,0.991,51,,,,,,
3346,1,1,1.021,44,,,,,,
3347,1,1,1.33,49,,,,,,
3348,1,1,1,45,,,,,,
3349,1,1,0.981,85,,,,,,
3350,1,1,0.732,38,,,,,,
3351,1,1,1,89,,,,,,
3352,1,1,1.021,37,,,,,,
3353,1,1,1.126,56,,,,,,
3354,1,1,1.136,32,,,,,,
3355,1,1,1,97,,,,,,
3356,1,1,1.068,63,,,,,,
3357,1,1,1.894,81,,,,,,
3358,1,1,0.414,131,,,,,,
3359,1,1,0.637,118,,,,,,
3360,1,1,1.107,90,,,,,,
3361,1,1,1.39,49,,,,,,
3362,1,1,2.107,25,,,,,,
3363,1,1,1,103,,,,,,
3364,1,1,1.044,104,,,,,,
3365,1,1,1.018,101,,,,,,
3366,1,1,1,30,,,,,,
3367,1,1,1,58,,,,,,
3368,1,1,1,54,,,,,,
3369,1,1,1,73,,,,,,
3370,1,1,1.103,86,,,,,,
3371,1,1,1,36,,,,,,
3372,1,1,0.272,69,,,,,,
3373,1,1,1,25,,,,,,
3374,1,1,1.002,79,,,,,,
3375,1,1,0.993,46,,,,,,
3376,1,1,1.104,52,,,,,,
3377,1,1,0.668,54,,,,,,
3378,1,1,1.083,98,,,,,,
3379,1,1,1,138,,,,,,
3380,1,1,1,67,,,,,,
3381,1,1,0.322,95,,,,,,
3382,1,1,1.115,85,,,,,,
3383,1,0.999,0.677,58,,,,,,
3384,1,1,1,44,,,,,,
3385,1,1,0.534,67,,,,,,
3386,1,1.001,1,108,,,,,,
3387,1,1,3.211,117,,,,,,
3388,1,1,0.913,119,,,,,,
3389,1,1,1,112,,,,,,
3390,1,1,1.392,94,,,,,,
3391,1,1,1.054,92,,,,,,
3392,1,1,3.529,53,,,,,,
3393,1,1,1.319,50,,,,,,
3394,1,1,1,53,,,,,,
3395,1,1,0.4,58,,,,,,
3396,1,1,1,68,,,,,,
3397,1,1.007,0.855,77,,,,,,
3398,1,1,1,74,,,,,,
3399,1,1,1,49,,,,,,
3400,1,1,0.656,53,,,,,,
3401,1,1,1.161,34,,,,,,
3402,1,1,0.923,48,,,,,,
3403,1,1,1,59,,,,,,
3404,1,1,1,24,,,,,,
3405,1,1,0.508,95,,,,,,
3406,1,1,1.004,98,,,,,,
3407,1,1,1.044,104,,,,,,
3408,1,1,1.06,122,,,,,,
3409,1,1,1,57,,,,,,
3410,1,1,0.97,104,,,,,,
3411,1,1,1,54,,,,,,
3412,1,1,0.985,65,,,,,,
3413,1,1,0.703,58,,,,,,
3414,1,1,1,58,,,,,,
3415,1,1,1.416,42,,,,,,
3416,1,1,0.416,36,,,,,,
3417,1,0.947,0.961,88,,,,,,
3418,1,1,1.019,80,,,,,,
3419,1,1,1.208,114,,,,,,
3420,1,1,1,65,,,,,,
3421,1,1,1,68,,,,,,
3422,1,1,1.534,65,,,,,,
3423,1,1,1.067,46,,,,,,
3424,1,1,3.133,60,,,,,,
3425,1,1,1.187,58,,,,,,
3426,1,1,1,77,,,,,,
3427,1,1,1.22,46,,,,,,
3428,1,1,0.819,61,,,,,,
3429,1,1,0.644,84,,,,,,
3430,1,1,1,58,,,,,,
3431,1,1,0.873,58,,,,,,
3432,1,1,1,106,,,,,,
3433,1,1,1.238,108,,,,,,
3434,1,1,1,65,,,,,,
3435,1,1,1.078,90,,,,,,
3436,1,1,1.122,78,,,,,,
3437,1,1,1,29,,,,,,
3438,1,1,0.878,69,,,,,,
3439,1,1,1.21,143,,,,,,
3440,1,1,1,76,,,,,,
3441,1,1,1,98,,,,,,
3442,1,1,1,45,,,,,,
3443,1,1,0.684,53,,,,,,
3444,1,1,1.035,42,,,,,,
3445,1,1,1.215,35,,,,,,
3446,1,1,1,40,,,,,,
3447,1,1,1.416,88,,,,,,
3448,1,1,1.034,66,,,,,,
3449,1,1,0.98,41,,,,,,
3450,1,1,1,35,,,,,,
3451,1,1,2.148,60,,,,,,
3452,1,1,0.992,38,,,,,,
3453,1,1,1,65,,,,,,
3454,1,1,1.151,45,,,,,,
3455,1,1,1,68,,,,,,
3456,1,1,0.248,42,,,,,,
3457,1,0.999,1,130,,,,,,
3458,1,1,1,61,,,,,,
3459,1,1,1.194,100,,,,,,
3460,1,1,1,95,,,,,,
3461,1,1,1,106,,,,,,
3462,1,1,1.135,46,,,,,,
3463,1,1,1.034,90,,,,,,
3464,1,1,1,59,,,,,,
