No:,3 month,1 month,1 week,Patients num,,,,,,
4814,1,1,1,108,,,,,,
4815,1,1,1.018,130,,,,,,
4816,1,1,1,108,,,,,,
4817,1,1,1,43,,,,,,
4818,1,1,2.294,87,,,,,,
4819,1,1,2.954,90,,,,,,
4820,1,1,1.045,54,,,,,,
4821,1,1,1.047,39,,,,,,
4822,1,1,1,81,,,,,,
4823,1,1,1,113,,,,,,
4824,1,1,0.904,75,,,,,,
4825,1,1,0.995,74,,,,,,
4826,1,1,1,52,,,,,,
4827,1,1,1,83,,,,,,
4828,1,1,1.68,31,,,,,,
4829,1,1,1.065,58,,,,,,
4830,1,1,1.097,47,,,,,,
4831,1,1,1,54,,,,,,
4832,1,1,1.039,40,,,,,,
4833,1,1,1,34,,,,,,
4834,1,1,1.165,51,,,,,,
4835,1,1,0.601,23,,,,,,
4836,1,1,1.208,111,,,,,,
4837,1,1,1.181,65,,,,,,
4838,1,1,1,81,,,,,,
4839,1,1.004,1,102,,,,,,
4840,1,1,1,33,,,,,,
4841,1,1,0.857,84,,,,,,
4842,1,1,0.968,60,,,,,,
4843,1,1,1.096,42,,,,,,
4844,1,1,1,52,,,,,,
4845,1,1,3.136,79,,,,,,
4846,1,1,1,88,,,,,,
4847,1,1,1.092,119,,,,,,
4848,1,1,1,86,,,,,,
4849,1,1.009,1.085,73,,,,,,
4850,1,1,1,41,,,,,,
4851,1,1,0.301,102,,,,,,
4852,1,1,1.972,72,,,,,,
4853,1,1,2.974,105,,,,,,
4854,1,1,1.263,79,,,,,,
4855,1,1,1,32,,,,,,
4856,1,1,0.4,95,,,,,,
4857,1,1,1,80,,,,,,
4858,1,1,1.025,19,,,,,,
4859,1,1,1,51,,,,,,
4860,1,1,1,65,,,,,,
4861,1,1,0.793,41,,,,,,
4862,1,1,1.17,32,,,,,,
4863,1,1,1.163,46,,,,,,
4864,1,1,1.1,126,,,,,,
4865,1,1,0.985,42,,,,,,
4866,1,1,0.479,71,,,,,,
4867,1,1,0.702,50,,,,,,
4868,1,1,1.021,44,,,,,,
4869,1,1,1.216,42,,,,,,
4870,1,1,1,107,,,,,,
4871,1,1,1,62,,,,,,
4872,1,1,1,33,,,,,,
4873,1,1,1,37,,,,,,
4874,1,1,1,101,,,,,,
4875,1,1,1,84,,,,,,
4876,1,1,1.073,50,,,,,,
4877,1,1,1.057,86,,,,,,
4878,1,1,0.97,70,,,,,,
4879,1,1.022,1.194,72,,,,,,
4880,1,1,1.189,97,,,,,,
4881,1,1,1,30,,,,,,
4882,1,1,1.002,147,,,,,,
4883,1,1,2.211,132,,,,,,
4884,1,1,2.278,49,,,,,,
4885,1,1,1,62,,,,,,
4886,1,1,1.073,59,,,,,,
4887,1,1,1,76,,,,,,
4888,1,1,0.543,28,,,,,,
4889,1,1,1,90,,,,,,
4890,1,1,1,42,,,,,,
4891,1,1,1,121,,,,,,
4892,1,1,1.747,91,,,,,,
4893,1,1,2.052,129,,,,,,
4894,1,1,1,51,,,,,,
4895,1,1,0.503,74,,,,,,
4896,1,1,1,120,,,,,,
4897,1,1,1,82,,,,,,
4898,1,1,1.125,43,,,,,,
4899,1,1,1,72,,,,,,
4900,1,1,1,77,,,,,,
4901,1,1,1,67,,,,,,
4902,1,0.998,0.971,16,,,,,,
4903,1,1,1.001,60,,,,,,
4904,1,1,0.91,42,,,,,,
4905,1,1,1,85,,,,,,
4906,1,1,4.124,67,,,,,,
4907,1,1,1.024,56,,,,,,
4908,1,1,1,37,,,,,,
4909,1,1,1.744,106,,,,,,
4910,1,1,1.252,49,,,,,,
4911,1,1,1,45,,,,,,
4912,1,1,1.042,88,,,,,,
4913,1,1,1.078,48,,,,,,
4914,1,1,1,91,,,,,,
4915,1,1,1.072,96,,,,,,
4916,1,1,0.749,45,,,,,,
4917,1,1,0.283,57,,,,,,
4918,1,1,1,28,,,,,,
4919,1,1,1,92,,,,,,
4920,1,1,1,99,,,,,,
4921,1,1,1,95,,,,,,
4922,1,1,0.253,113,,,,,,
4923,1,1,1,32,,,,,,
4924,1,1,1.273,73,,,,,,
4925,1,0.998,0.994,27,,,,,,
4926,1,1,0.796,107,,,,,,
4927,1,1,0.967,46,,,,,,
4928,1,1,0.563,124,,,,,,
4929,1,1,0.978,114,,,,,,
4930,1,1,1,29,,,,,,
4931,1,1,1,75,,,,,,
4932,1,1,1,17,,,,,,
4933,1,1,2.536,34,,,,,,
4934,1,1,1.185,28,,,,,,
4935,1,1,0.679,32,,,,,,
4936,1,1,1.018,43,,,,,,
4937,1,1,0.263,61,,,,,,
4938,1,1,1.77,74,,,,,,
4939,1,1,1.133,29,,,,,,
4940,1,1,1,80,,,,,,
4941,1,1,1.686,108,,,,,,
4942,1,1,1,77,,,,,,
4943,1,1,0.303,94,,,,,,
4944,1,1,1,97,,,,,,
4945,1,1,1.67,91,,,,,,
4946,1,1,1,31,,,,,,
4947,1,1,3.332,40,,,,,,
4948,1,1,1,33,,,,,,
4949,1,1,1,26,,,,,,
4950,1,0.82,3.763,36,,,,,,
4951,1,1,1,83,,,,,,
4952,1,1,1,26,,,,,,
4953,1,1,1.119,79,,,,,,
4954,1,1,1,103,,,,,,
4955,1,1,1.667,98,,,,,,
4956,1,1,1,39,,,,,,
4957,1,0.998,1,57,,,,,,
4958,1,1,0.989,107,,,,,,
4959,1,1,1.071,101,,,,,,
4960,1,1,3.615,89,,,,,,
4961,1,1,0.322,29,,,,,,
4962,1,1,1.071,38,,,,,,
4963,1,1,1,53,,,,,,
4964,1,1,0.994,109,,,,,,
4965,1,1,1.22,62,,,,,,
4966,1,1,1.666,63,,,,,,
4967,1,1,1.036,33,,,,,,
4968,1,1,1,22,,,,,,
4969,1,1,1.964,91,,,,,,
4970,1,1,1.063,93,,,,,,
4971,1,1,1.006,35,,,,,,
4972,1,1,1,22,,,,,,
4973,1,1,1.386,30,,,,,,
4974,1,1,1,93,,,,,,
4975,1,1,1,99,,,,,,
4976,1,1,2.133,72,,,,,,
4977,1,1,1,37,,,,,,
4978,1,1,1,27,,,,,,
4979,1,1,1,100,,,,,,
4980,1,1,1,55,,,,,,
4981,1,1,0.995,70,,,,,,
4982,1,1,1,30,,,,,,
4983,1,1,1,31,,,,,,
4984,1,1,1,28,,,,,,
4985,1,1,1.016,87,,,,,,
4986,1,1,1.012,136,,,,,,
4987,1,1,1.065,26,,,,,,
4988,1,1,1.064,79,,,,,,
4989,1,1,1,94,,,,,,
4990,1,1,1,44,,,,,,
4991,1,1,0.913,27,,,,,,
4992,1,1,0.786,88,,,,,,
4993,1,1,1,101,,,,,,
4994,1,1,1,35,,,,,,
4995,1,1,1,32,,,,,,
4996,1,1,0.365,35,,,,,,
4997,1,1,1,95,,,,,,
4998,1,1.019,1.42,114,,,,,,
4999,1,1,0.953,44,,,,,,
5000,1,1,1.065,118,,,,,,
5001,1,0.999,0.967,51,,,,,,
5002,1,1,1.641,105,,,,,,
5003,1,1,1,31,,,,,,
5004,1,1,1,97,,,,,,
5005,1,1,2.233,75,,,,,,
5006,1,1,1.645,41,,,,,,
5007,1,1,1,65,,,,,,
5008,1,1,1,65,,,,,,
5009,1,1,1.098,107,,,,,,
5010,1,1,0.874,113,,,,,,
5011,1,1,1,36,,,,,,
5012,1,1,1.093,83,,,,,,
5013,1,1,0.754,25,,,,,,
5014,1,1,1,29,,,,,,
5015,1,1,1.153,69,,,,,,
5016,1,1,4.185,115,,,,,,
5017,1,1,1,50,,,,,,
5018,1,1,0.995,84,,,,,,
5019,1,1,0.805,45,,,,,,
5020,1,1,1.177,81,,,,,,
5021,1,1,3.18,100,,,,,,
5022,1,1,1.154,73,,,,,,
5023,1,1,1,65,,,,,,
5024,1,1,0.601,27,,,,,,
5025,1,1.002,1,85,,,,,,
5026,1,1,0.726,89,,,,,,
5027,1,1,1.213,69,,,,,,
5028,1,1,1,107,,,,,,
5029,1,1,1,56,,,,,,
5030,1,1,0.877,72,,,,,,
5031,1,1,3.553,79,,,,,,
5032,1,1,0.969,96,,,,,,
5033,1,1.001,1.179,120,,,,,,
5034,1,1,1,67,,,,,,
5035,1,1,1.359,53,,,,,,
5036,1,1,1,27,,,,,,
5037,1,1,1,84,,,,,,
5038,1,1,1.292,94,,,,,,
5039,1,1,1,55,,,,,,
5040,1,1,1,101,,,,,,
5041,1,1,1,43,,,,,,
5042,1,1,1.117,70,,,,,,
5043,1,1,1.058,117,,,,,,
5044,1,1,0.978,44,,,,,,
5045,1,1,1,30,,,,,,
5046,1,1,0.685,63,,,,,,
5047,1,1,1,69,,,,,,
5048,1,1,0.842,41,,,,,,
5049,1,1,1,31,,,,,,
5050,1,1,1,57,,,,,,
5051,1,1,1.047,108,,,,,,
5052,1,1,1,72,,,,,,
5053,1,1,1.191,127,,,,,,
5054,1,1,0.997,94,,,,,,
5055,1,1.004,3.169,77,,,,,,
5056,1,1,2.908,75,,,,,,
5057,1,1,1,47,,,,,,
5058,1,1,1,27,,,,,,
5059,1,1,1,39,,,,,,
5060,1,1,0.52,60,,,,,,
5061,1,1,1,32,,,,,,
5062,1,1,1.254,120,,,,,,
5063,1,1,0.999,129,,,,,,
5064,1,1,1.114,36,,,,,,
5065,1,1,2.03,83,,,,,,
5066,1,1,0.971,93,,,,,,
5067,1,1,1.279,28,,,,,,
5068,1,1,1.018,76,,,,,,
5069,1,1,0.91,100,,,,,,
5070,1,1,1.105,65,,,,,,
5071,1,1,0.943,57,,,,,,
5072,1,1,0.783,65,,,,,,
5073,1,1,1,45,,,,,,
5074,1,1,1,80,,,,,,
5075,1,1,3.033,81,,,,,,
5076,1,1,0.438,99,,,,,,
5077,1,1,2.068,104,,,,,,
5078,1,1,0.928,78,,,,,,
5079,1,1,1.498,36,,,,,,
5080,1,1.225,1.439,85,,,,,,
5081,1,1,1.276,59,,,,,,
5082,1,1,1,29,,,,,,
5083,1,1,1,45,,,,,,
5084,1,1,1,128,,,,,,
5085,1,1,3.133,122,,,,,,
5086,1,1,1,34,,,,,,
5087,1,1,0.903,57,,,,,,
5088,1,1,1,45,,,,,,
5089,1,1,0.904,94,,,,,,
5090,1,1,1,68,,,,,,
5091,1,1,1,41,,,,,,
5092,1,1,0.992,69,,,,,,
5093,1,1,4.13,60,,,,,,
5094,1,1,1.347,33,,,,,,
5095,1,1,0.282,106,,,,,,
5096,1,1,0.509,52,,,,,,
5097,1,1,1,60,,,,,,
5098,1,1,1.346,29,,,,,,
5099,1,0.998,1.046,94,,,,,,
5100,1,1,1.08,93,,,,,,
5101,1,1,1,23,,,,,,
5102,1,1,1,70,,,,,,
5103,1,1,1,94,,,,,,
5104,1,1,1,95,,,,,,
5105,1,1,1,33,,,,,,
5106,1,1,1.304,106,,,,,,
5107,1,1,0.863,102,,,,,,
5108,1,1,0.999,114,,,,,,
5109,1,1,1.153,78,,,,,,
5110,1,1,1.291,35,,,,,,
5111,1,1,1,99,,,,,,
5112,1,1,2.047,84,,,,,,
5113,1,1,1,122,,,,,,
5114,1,1,1,31,,,,,,
5115,1,1,1,99,,,,,,
5116,1,1,0.721,80,,,,,,
5117,1,0.999,1.759,94,,,,,,
5118,1,1,0.91,25,,,,,,
5119,1,1,1,61,,,,,,
5120,1,1,0.991,58,,,,,,
5121,1,1,3.704,20,,,,,,
5122,1,1,1.24,121,,,,,,
5123,1,1,2.026,93,,,,,,
5124,1,1,1.192,41,,,,,,
5125,1,1,1,112,,,,,,
5126,1,1,1,55,,,,,,
5127,1,1,0.766,93,,,,,,
5128,1,1,1,84,,,,,,
5129,1,1,1.01,30,,,,,,
5130,1,1,0.397,47,,,,,,
5131,1,1,0.404,32,,,,,,
5132,1,1,3.925,78,,,,,,
5133,1,1,1,64,,,,,,
5134,1,1,1,96,,,,,,
5135,1,1,1,27,,,,,,
5136,1,1,1,34,,,,,,
5137,1,1,0.96,53,,,,,,
5138,1,1,1,76,,,,,,
5139,1,1,1.755,70,,,,,,
5140,1,1,1.113,86,,,,,,
5141,1,1,1,118,,,,,,
5142,1,1,1,88,,,,,,
5143,1,1,0.961,37,,,,,,
5144,1,1,1,81,,,,,,
5145,1,1,1.165,105,,,,,,
5146,1,1,1.132,30,,,,,,
5147,1,1,1,58,,,,,,
5148,1,1,1.343,104,,,,,,
5149,1,1,0.958,67,,,,,,
5150,1,1,1.198,57,,,,,,
5151,1,1,1.537,48,,,,,,
5152,1,1,1,61,,,,,,
5153,1,1,0.649,85,,,,,,
5154,1,1,1,98,,,,,,
5155,1,1,1,77,,,,,,
5156,1,1,1,49,,,,,,
5157,1,1,0.984,100,,,,,,
5158,1,1,1,77,,,,,,
5159,1,1,1.046,51,,,,,,
5160,1,1,0.958,39,,,,,,
5161,1,1,1.072,44,,,,,,
5162,1,1,1,97,,,,,,
5163,1,1,0.861,44,,,,,,
5164,1,1,1.281,62,,,,,,
5165,1,1,3.468,61,,,,,,
5166,1,0.965,1.394,52,,,,,,
5167,1,1,0.782,42,,,,,,
5168,1,1,1,36,,,,,,
5169,1,1,0.885,48,,,,,,
5170,1,1,1.154,121,,,,,,
5171,1,0.999,0.907,66,,,,,,
5172,1,1,1.076,57,,,,,,
5173,1,1,0.975,27,,,,,,
5174,1,1,1,115,,,,,,
5175,1,1,0.377,24,,,,,,
5176,1,1,2.438,47,,,,,,
5177,1,1,1.326,67,,,,,,
5178,1,1,0.957,47,,,,,,
5179,1,1,0.995,37,,,,,,
5180,1,1,0.521,99,,,,,,
5181,1,1,1.129,74,,,,,,
5182,1,1,1.593,24,,,,,,
5183,1,1,1,124,,,,,,
5184,1,1,0.896,29,,,,,,
5185,1,1,0.374,83,,,,,,
5186,1,1,0.87,47,,,,,,
5187,1,1,0.965,69,,,,,,
5188,1,1,1.061,124,,,,,,
5189,1,1,1.275,117,,,,,,
5190,1,1,0.491,55,,,,,,
5191,1,1,1.958,61,,,,,,
5192,1,1,1.272,99,,,,,,
5193,1,1,1,37,,,,,,
5194,1,1,1,29,,,,,,
5195,1,1,3.232,57,,,,,,
5196,1,1,1.317,89,,,,,,
5197,1,1,1.401,114,,,,,,
5198,1,1,0.997,36,,,,,,
5199,1,1,1,48,,,,,,
5200,1,1,1.087,112,,,,,,
5201,1,1,0.97,87,,,,,,
5202,1,1,1,79,,,,,,
5203,1,1,0.985,62,,,,,,
5204,1,1,1,76,,,,,,
5205,1,1,0.587,52,,,,,,
5206,1,1,1.001,76,,,,,,
5207,1,1,1,63,,,,,,
5208,1,1,1.251,128,,,,,,
5209,1,1,1,80,,,,,,
5210,1,1,0.992,86,,,,,,
5211,1,1,0.641,105,,,,,,
5212,1,1.005,1.989,107,,,,,,
5213,1,1,1,21,,,,,,
5214,1,1,1,94,,,,,,
5215,1,1,1.238,39,,,,,,
5216,1,1,1.135,87,,,,,,
5217,1,1,0.994,79,,,,,,
5218,1,1.002,1.19,84,,,,,,
5219,1,1,0.966,58,,,,,,
5220,1,1,1.148,28,,,,,,
5221,1,1,1,47,,,,,,
5222,1,1,0.387,88,,,,,,
5223,1,1,1.043,100,,,,,,
5224,1,1,1.276,91,,,,,,
5225,1,1,1.004,23,,,,,,
5226,1,1,1.054,63,,,,,,
5227,1,1,1,101,,,,,,
5228,1,1,1.071,38,,,,,,
5229,1,1,1.012,31,,,,,,
5230,1,1,1.015,49,,,,,,
5231,1,1,1,78,,,,,,
5232,1,1,0.438,94,,,,,,
5233,1,1,1,129,,,,,,
5234,1,1,1,56,,,,,,
5235,1,1,1,82,,,,,,
5236,1,1,1.175,76,,,,,,
5237,1,1,1.027,23,,,,,,
5238,1,1,1.594,103,,,,,,
5239,1,1,1,64,,,,,,
5240,1,1,1.127,72,,,,,,
5241,1,1,1.008,132,,,,,,
5242,1,1,1,75,,,,,,
5243,1,1,0.3,90,,,,,,
5244,1,1,1,31,,,,,,
5245,1,1,1.009,51,,,,,,
5246,1,1,1.193,46,,,,,,
5247,1,1,0.654,112,,,,,,
5248,1,1,1,136,,,,,,
5249,1,1,1.125,55,,,,,,
5250,1,1,2.262,88,,,,,,
5251,1,1,1,88,,,,,,
5252,1,1,1.309,72,,,,,,
5253,1,1,0.505,33,,,,,,
5254,1,1,1.037,73,,,,,,
5255,1,1,1.021,97,,,,,,
5256,1,1,1.126,103,,,,,,
5257,1,1,4.2,102,,,,,,
5258,1,1,1,90,,,,,,
5259,1,1,1,28,,,,,,
5260,1,1,1,120,,,,,,
5261,1,1,0.56,70,,,,,,
5262,1,1,1,41,,,,,,
5263,1,1,1,123,,,,,,
5264,1,1,1,74,,,,,,
5265,1,1,2.193,52,,,,,,
5266,1,1,1.181,108,,,,,,
5267,1,1,4.277,84,,,,,,
5268,1,1,1,66,,,,,,
5269,1,1,1,103,,,,,,
5270,1,1,1.319,108,,,,,,
5271,1,1,1.073,54,,,,,,
5272,1,1,0.988,99,,,,,,
5273,1,1,1.114,124,,,,,,
5274,1,0.991,0.898,62,,,,,,
5275,1,1,0.993,74,,,,,,
5276,1,1,0.951,57,,,,,,
5277,1,1,1,23,,,,,,
5278,1,1,0.279,104,,,,,,
5279,1,1,0.731,55,,,,,,
5280,1,1,1.159,87,,,,,,
5281,1,1,1,106,,,,,,
5282,1,1,0.395,70,,,,,,
5283,1,1,1.021,134,,,,,,
5284,1,1,1.552,85,,,,,,
5285,1,1,1.553,97,,,,,,
5286,1,1,1.261,71,,,,,,
5287,1,1,1.01,78,,,,,,
5288,1,1,0.988,32,,,,,,
5289,1,1,1.002,60,,,,,,
5290,1,1,1.138,80,,,,,,
5291,1,1,0.906,74,,,,,,
5292,1,1,1.395,110,,,,,,
5293,1,1,1.121,84,,,,,,
5294,1,1,1.939,76,,,,,,
5295,1,1,1,97,,,,,,
5296,1,1,1,86,,,,,,
5297,1,1,1,76,,,,,,
5298,1,1,1.022,67,,,,,,
5299,1,1,0.385,86,,,,,,
5300,1,1,0.983,50,,,,,,
5301,1,1,1,57,,,,,,
5302,1,1,1,139,,,,,,
5303,1,1,0.682,49,,,,,,
5304,1,1,1,23,,,,,,
5305,1,1,1.177,33,,,,,,
5306,1,1,1,71,,,,,,
5307,1,1,0.942,68,,,,,,
5308,1,1,1,93,,,,,,
5309,1,1,1,53,,,,,,
5310,1,1,1,96,,,,,,
5311,1,1,1.029,107,,,,,,
5312,1,1,1.027,44,,,,,,
5313,1,1,1.124,67,,,,,,
5314,1,1,1,40,,,,,,
5315,1,1,1.174,102,,,,,,
5316,1,0.999,1,99,,,,,,
5317,1,1,1.249,51,,,,,,
5318,1,1,1,119,,,,,,
5319,1,1,1.002,41,,,,,,
5320,1,1,0.327,45,,,,,,
5321,1,1,1,41,,,,,,
5322,1,1,1.305,25,,,,,,
5323,1,1,1,83,,,,,,
5324,1,1,1.007,78,,,,,,
5325,1,1,1,42,,,,,,
5326,1,1,1.069,111,,,,,,
5327,1,1,1,72,,,,,,
5328,1,1,0.358,25,,,,,,
5329,1,1,0.64,64,,,,,,
5330,1,1,0.927,52,,,,,,
5331,1,1,1,66,,,,,,
5332,1,1,1.889,76,,,,,,
5333,1,1,2.957,51,,,,,,
5334,1,1,0.886,57,,,,,,
5335,1,1,1.069,40,,,,,,
5336,1,1,1.064,82,,,,,,
5337,1,1,1.413,51,,,,,,
5338,1,1,1,117,,,,,,
5339,1,1,1.453,68,,,,,,
5340,1,1,1.938,94,,,,,,
5341,1,0.999,1,55,,,,,,
5342,1,1,1.036,73,,,,,,
5343,1,1,1.011,93,,,,,,
5344,1,1,1.134,92,,,,,,
5345,1,1,1.005,41,,,,,,
5346,1,1,1,42,,,,,,
5347,1,1,1.051,79,,,,,,
5348,1,1,1,30,,,,,,
5349,1,1,1,51,,,,,,
5350,1,1,0.33,56,,,,,,
5351,1,1,1,102,,,,,,
5352,1,1,0.541,51,,,,,,
5353,1,1,1.263,51,,,,,,
5354,1,1,1.204,97,,,,,,
5355,1,1,1.139,41,,,,,,
5356,1,1,0.923,81,,,,,,
5357,1,1,1,71,,,,,,
5358,1,1,1,37,,,,,,
5359,1,1,1,77,,,,,,
5360,1,1,1,26,,,,,,
5361,1,1,1.069,41,,,,,,
5362,1,1,1,27,,,,,,
5363,1,1,0.742,51,,,,,,
5364,1,1,1.213,64,,,,,,
5365,1,1,0.45,46,,,,,,
5366,1,1,1.102,102,,,,,,
5367,1,1,1,72,,,,,,
5368,1,1,0.712,81,,,,,,
5369,1,1,1.99,79,,,,,,
5370,1,1,1.881,55,,,,,,
5371,1,1,0.643,95,,,,,,
5372,1,1,0.918,53,,,,,,
5373,1,1,0.577,122,,,,,,
5374,1,1,1.735,109,,,,,,
5375,1,1,0.915,83,,,,,,
5376,1,0.999,1,106,,,,,,
5377,1,1,0.472,30,,,,,,
5378,1,1,1,25,,,,,,
5379,1,1.001,1,71,,,,,,
5380,1,1,1.093,81,,,,,,
5381,1,1,1,78,,,,,,
5382,1,1,1,64,,,,,,
5383,1,1,1,109,,,,,,
5384,1,1,1,65,,,,,,
5385,1,1,0.895,39,,,,,,
5386,1,1,1,60,,,,,,
5387,1,1.009,1.606,104,,,,,,
5388,1,1,0.8,89,,,,,,
5389,1,1,1.042,106,,,,,,
5390,1,1,1,91,,,,,,
5391,1,1,1.141,45,,,,,,
5392,1,1,1.25,79,,,,,,
5393,1,1,1,41,,,,,,
5394,1,1,1,89,,,,,,
5395,1,1,1,136,,,,,,
5396,1,1,0.836,48,,,,,,
5397,1,1,1,95,,,,,,
5398,1,1,1,48,,,,,,
5399,1,1,3.508,65,,,,,,
5400,1,1,1,66,,,,,,
5401,1,1,1.893,40,,,,,,
5402,1,1,1.167,138,,,,,,
5403,1,1,1,52,,,,,,
5404,1,1,1,63,,,,,,
5405,1,1,1,24,,,,,,
5406,1,1,1.012,97,,,,,,
5407,1,1,0.843,40,,,,,,
5408,1,1,1,91,,,,,,
5409,1,1,1.107,55,,,,,,
5410,1,1,1.182,87,,,,,,
5411,1,1,1.041,130,,,,,,
5412,1,1,1,32,,,,,,
5413,1,1,1,46,,,,,,
5414,1,1,0.679,94,,,,,,
5415,1,1,1.301,103,,,,,,
5416,1,1,0.988,94,,,,,,
5417,1,1,1.042,101,,,,,,
5418,1,1,1,56,,,,,,
5419,1,1,0.354,25,,,,,,
5420,1,1,0.719,46,,,,,,
5421,1,1.001,3.006,70,,,,,,
5422,1,1,1,75,,,,,,
5423,1,1,1,30,,,,,,
5424,1,1,1.11,28,,,,,,
5425,1,1,1.072,49,,,,,,
5426,1,1,2.466,80,,,,,,
5427,1,1,0.359,86,,,,,,
5428,1,1,1,89,,,,,,
5429,1,1,1.076,88,,,,,,
5430,1,1,1,71,,,,,,
5431,1,1,1,83,,,,,,
5432,1,1,1.114,49,,,,,,
5433,1,1,1.268,91,,,,,,
5434,1,1,1.02,26,,,,,,
5435,1,1,0.294,106,,,,,,
5436,1,1,1,87,,,,,,
5437,1,1,1,94,,,,,,
5438,1,1,0.971,69,,,,,,
5439,1,1,1.023,71,,,,,,
5440,1,1,1.592,130,,,,,,
5441,1,1,1,50,,,,,,
5442,1,1,1.273,49,,,,,,
5443,1,1,1.675,116,,,,,,
5444,1,1,2.158,65,,,,,,
5445,1,1,0.287,37,,,,,,
5446,1,1,1.01,38,,,,,,
5447,1,1,1,60,,,,,,
5448,1,1.005,1,63,,,,,,
5449,1,1,2.637,69,,,,,,
5450,1,1,1,74,,,,,,
5451,1,1,1,37,,,,,,
5452,1,1,0.237,76,,,,,,
5453,1,1,1,41,,,,,,
5454,1,1,1.159,110,,,,,,
5455,1,1,1.294,45,,,,,,
5456,1,1,1.124,89,,,,,,
5457,1,1,0.965,70,,,,,,
5458,1,1,1.039,28,,,,,,
5459,1,1,1,78,,,,,,
5460,1,1,1,54,,,,,,
5461,1,1,1.006,67,,,,,,
5462,1,1,1,40,,,,,,
5463,1,1,1,115,,,,,,
5464,1,1,1,45,,,,,,
5465,1,1,1.58,140,,,,,,
5466,1,1,1.048,35,,,,,,
5467,1,1,1,102,,,,,,
5468,1,1,1.322,19,,,,,,
5469,1,1,0.955,38,,,,,,
5470,1,1,1.104,38,,,,,,
5471,1,1,0.917,55,,,,,,
5472,1,1,1.165,39,,,,,,
5473,1,1,1,86,,,,,,
5474,1,1,1.236,41,,,,,,
5475,1,1,1,79,,,,,,
5476,1,1,1.196,63,,,,,,
5477,1,1,1,93,,,,,,
5478,1,1,1.022,66,,,,,,
5479,1,1,0.922,95,,,,,,
5480,1,1,1,87,,,,,,
5481,1,1,1,122,,,,,,
5482,1,1,0.986,39,,,,,,
5483,1,1,1.113,121,,,,,,
5484,1,1,0.973,55,,,,,,
5485,1,1,0.981,77,,,,,,
5486,1,1,1.299,37,,,,,,
5487,1,1,1.064,28,,,,,,
5488,1,1,0.263,91,,,,,,
5489,1,1,1.021,48,,,,,,
5490,1,1,1,55,,,,,,
5491,1,1,2.961,83,,,,,,
5492,1,1,0.946,48,,,,,,
5493,1,1,2.707,76,,,,,,
5494,1,1,1.21,52,,,,,,
5495,1,1,1,90,,,,,,
5496,1,1,0.996,108,,,,,,
5497,1,1,1,54,,,,,,
5498,1,1,0.668,66,,,,,,
5499,1,1,1.199,45,,,,,,
5500,1,1,0.579,51,,,,,,
5501,1,1,1.936,105,,,,,,
5502,1,1,2.7,109,,,,,,
5503,1,1.004,0.402,36,,,,,,
5504,1,1,0.375,51,,,,,,
5505,1,1,1.096,84,,,,,,
5506,1,1,1.276,49,,,,,,
5507,1,1,1.048,99,,,,,,
5508,1,1.212,1.094,175,,,,,,
5509,1,1,0.975,24,,,,,,
5510,1,1,1.033,24,,,,,,
5511,1,1,1,69,,,,,,
5512,1,1,0.794,37,,,,,,
5513,1,1,0.268,63,,,,,,
5514,1,1,1,21,,,,,,
5515,1,1,1.18,68,,,,,,
5516,1,1,1.055,50,,,,,,
5517,1,1,1.052,31,,,,,,
5518,1,1,1.138,112,,,,,,
5519,1,1,1,80,,,,,,
5520,1,1,1.025,34,,,,,,
5521,1,1,0.347,78,,,,,,
5522,1,1,0.981,51,,,,,,
5523,1,1,1,74,,,,,,
5524,1,1,1.459,68,,,,,,
5525,1,1,1.196,111,,,,,,
5526,1,1,1.105,44,,,,,,
5527,1,1,1.551,60,,,,,,
5528,1,1,1.215,40,,,,,,
5529,1,1,1,48,,,,,,
5530,1,1,2.582,39,,,,,,
5531,1,1,1,41,,,,,,
5532,1,1,1.569,71,,,,,,
5533,1,1,1.046,31,,,,,,
5534,1,1,1.02,93,,,,,,
5535,1,1,1,47,,,,,,
5536,1,1,1.358,62,,,,,,
5537,1,1,1,33,,,,,,
5538,1,1,1.018,84,,,,,,
5539,1,1,1.195,112,,,,,,
5540,1,1,1,74,,,,,,
5541,1,1,1,26,,,,,,
5542,1,1,0.661,81,,,,,,
5543,1,1,3.832,55,,,,,,
5544,1,1,1,28,,,,,,
5545,1,1,1.841,132,,,,,,
5546,1,1,0.898,42,,,,,,
5547,1,1,1.043,86,,,,,,
5548,1,1,3.289,89,,,,,,
5549,1,1,1,48,,,,,,
5550,1,1,1.056,73,,,,,,
5551,1,1,1,55,,,,,,
5552,1,1,1.084,119,,,,,,
5553,1,1,1.248,54,,,,,,
5554,1,1,0.411,37,,,,,,
5555,1,1,2.248,41,,,,,,
5556,1,1,1,59,,,,,,
5557,1,1,0.544,25,,,,,,
5558,1,1,1,53,,,,,,
5559,1,1,1,70,,,,,,
5560,1,1,1.116,86,,,,,,
5561,1,1,1,100,,,,,,
5562,1,1,1,33,,,,,,
5563,1,1,0.975,56,,,,,,
5564,1,1.001,1,74,,,,,,
5565,1,1,1,37,,,,,,
5566,1,1,2.986,48,,,,,,
5567,1,1,1.441,35,,,,,,
5568,1,1,0.295,43,,,,,,
5569,1,1,1,35,,,,,,
5570,1,1,1,81,,,,,,
5571,1,1,1,102,,,,,,
5572,1,1,1.246,48,,,,,,
5573,1,1,1.101,64,,,,,,
5574,1,1,1,74,,,,,,
